Book,Chapter,Verse,Scripture
42,18,31,"Yeyox te' xok'ax 'ãktux, xi' putpu hi'axHa' mõg, ha Yeyox te yãy yõg tik xop xapit, tu:—‍Pẽnã', pũm, yũmũ mõg kõmẽn Yenoyanẽn tu', pu tik kummuk 'ũkputex. Hõmã tik xop te Topa pupi hãm'ãktux, tu kax'ãmi tappet tu', tuk mũn Tikmũ'ũn Kutok 'ãktux. Yã Topa yõg hãm'ãktux hittap hãk kummugãp-tup,"
42,18,32,"ha puknõg xop hak mõgãp-tup, pu 'ã tu yãyhãhupmã', tu' yĩy hep nũ'xok putup, tu 'ã' kix kakixnãg putup, tuk putex putup, 'ũtik xok xe'e', ha 'ãmnĩy tikoyuk nõg 'ĩhã putpuk hip-tup. Kaxĩy."
42,18,34,"Pa yãy yõg tik xop te hãmyũmmũg 'ohnãg. Hãm'ãpak, tup-tox ka'ok."
42,18,35,"Yeyox te tik pa hok pu' pa nãhã'Ha ta' mõg, tu mõktu mõxa kõmẽn Yenikot hãmhũmnãg tu', ha tik pa hok yũm, tu putat yĩka te tu' yũm, nũy hãpxop hok xak,"
42,18,36,"tu hãm'ãpak nĩm 'ĩhã tikmũ'ũn xohix xexka nũn, tu' yĩkopit, hu:—‍Tep ha' mõg tikmũ'ũn xohix? Kaxĩy."
42,18,37,Ha:—‍Kõmẽn Nãyane yõg Yeyox te putat ha' nũn. Kaxĩy.
42,18,38,"Ha tik pa hok te' xãnãhã', hu:—‍Yeyox, 'ãmũn yã mõnãyxop hittap Namix hã 'ãmõkputox, 'ũg 'ũm kuxa ka'. Kaxĩy."
42,18,39,"Ha tikmũ'ũn nõy te' keppa' pip, tu:—‍Puxi', 'ãyĩy hok. Kaxĩy.Pa' yĩy nõy ka'ok, hu:—‍'Ãmũn yã mõnãyxop hittap Namix hã 'ãmõkputox. 'Ũg 'ũm kuxa ka'. Kaxĩy."
42,18,40,"Ha Yeyox tu tu' hup, tu' xat, pu nũnnã', hu nũnnãhã', ha' yĩka' xip, ha Yeyox te:"
42,18,41,"—‍Xatep-tek putup 'ãte xa' mĩy? Kaxĩy.Ha:—‍Notot, 'Ãte hãm 'ũm pẽnãp-tup. Kaxĩy."
42,18,42,"Ha Yeyox te:—‍'Ãpu, hãmpẽnã'. 'Ãkuxa yũm ka'ok 'ũgkopah, yĩy Topa te 'ãpa maxnãhã'. Kaxĩy."
42,18,43,"Hãpxip 'ohnãg 'ĩhã hãmpenã max, tu' kuxa hittup xexkah, tu Topa max 'ãktux, xix Topa ka'ok 'ãktux, ha tikmũ'ũn te' pẽnãhã', hu Topa max 'ãktux kamah."
42,19,1,"Yeyox xix YakeoYeyox te kõmẽn Yenikot tu' xupep, tu' kotit ha' mõg, ha tik 'ãxet'ax Yakeo xip. Hamũn te puknõg yõg gohet pupi tayũmak pop, tu tikmũ'ũn yõg tayũmak pop, tup-texop xexkah, tu Yeyox pẽnãp-tup, nũy tu' yũmmũg, pãyãk-tõgnãg, 'a' tox'ah, ha tikmũ'ũn xexka punethok, yĩy' pẽnã 'ohnãg."
42,19,4,"Tikmũ'ũn xop mõg 'ĩhã tik yokoma' mõg, tu mõktu' nõy hip, tu' kup xexka piget pepi' mõg, tu' xip ha mõkahmãg, nũy Yeyox pẽnã', putat ha' nũn hah,"
42,19,5,"tu' xupep, tu mõkahmãg tu' penãhã', tu Yakeo pu hãm'ãktux, hu:—‍Yakeo, hãm tu 'ãnũ mõ'ka'ok, Hõnhã 'ũkxip'ax 'ãpet kopah. Kaxĩy."
42,19,6,"Ha' kuxa hittup, tu hãm tu' nãhã', tu hãm tonnok, tu yãy pet ha' mõgãhã', 'ũkuxa hittup tu'."
42,19,7,"Ha tikmũ'ũn te' pẽnãhã', tup-tup nõg, hu:—‍Yeyox te tik kummuk hã' xape', tu tik te hãpxop hã' xupxet mũtik mõg, nũy xihip, nũy tu xit. Kaxĩy."
42,19,8,"Ha' xit kux 'ĩhã Yakeo yok, tu hãm'ãktux Yeyox pu, nũy tikmũ'ũn xupax, tu:—‍Yõgnũ hãpxop xohix 'ãte' koxip putup, nũy xahix nĩm 'ũhok xop pu'. Hõmã 'ãte' nõy yõg tayũmak puxet hã' xupxet, kopxix hõnhã nõm pu tayũmak tehomi te 4 popmãp-tup, 'ũnõy yãnãn tu'. Kaxĩy."
42,19,9,"Ha Yeyox te:—‍Hõnhã Topa te 'ãkuxa kummuk xit, nũy kuxa max tat 'ũyãnãn tu', xix 'ãxape kuxa kummuk xit kamah, 'ãxape te 'ãpet kopa tihi'. 'Ãmũn yã mõnãyxop hittap 'Amanãm hã 'ãmõkputox kamah. 'Ũgmũn yã Tikmũ'ũn Kutok, tuk nũn, nũy tikmũ'ũn xax, nũy xaxnãm, nõm tikmũ'ũn te Topa yõg putat xak, 'ũ mõgã, puyĩy Topa yõg putat ha' mõg 'ũxeheh. Kaxĩy. Tayũmak 'ãnuk teHa hãm'ãpak tikmũ'ũn te', 'ĩhã Yeyox te hãm'ãktux'ax hã hãmyũmmũgãhã', nũy Topa yõg hãpxopmã'ax yũmmũgã', pũyĩy Topa pu hãpxopmã max, ha kõmẽn Yenoyanẽn hãmhũmnãg tu Yeyox xip, tu yãy yõg xop yũmmũgãhã', ka' pe'paxex, hu: “Topa te tikmũ'ũn xop xohix xat putup nõmhã,” pãyã 'ap xohix xat'ah nõmhã,"
42,19,12,"yĩy Yeyox te:—‍Tik te' xat'ax yãy kutok mõg hãpxexka nõy tu', hãptox tu' mõg, nũy yãyhã hãpxexka yõg tik te tikmũ'ũn xohix xat, nũy hãmyãxatamuk kutõgnãg nõg, puxix putpu nũ'."
42,19,13,"Tu kãmãnat te 10 xãnãhã', tup-xet pu tayũmak puxet hõm, xix kãmãnat tuk-nãy tu' hõm tayũmak puxet, tu mõktu xohix pu tayũmak puxet hõm, tu: “Hãpxop hãmenax nũy tayũmak punethok pop, tu mõktu 'ũkxupep put pu'.” Kaxĩy."
42,19,14,"—‍Tu' mõg, pãyã 'ũyõg tikmũ'ũn tep-tup nõg, tu tik xop mõ'pok hãptox tu', 'õm xat'ax ha mõ'pok, nũy nõ: “'Ũgmũ'ãte 'ãp-tup nõg. 'Ãpu, xihip hãptox tu'. Putpu 'ãnũn hok, nũy mũ'ã xat.” Kaxĩy."
42,19,15,"—‍Pa hãmyãxatamuk kutõgnãg nõg 'ĩhã' xupep putpu', tu kãmãnat te 10 xãnãhã', nõm xop te' yõg tayũmak pop, tu hãpxop hãmenax xi' nõ' nõy yãnãn nũy tayũmak xexka pop, ha' xat'ax te tik xop te 10 xãnãhã nũy' yĩkopit, nũy tayũmak xohix te xĩy tik xop te' pop yũmmũg."
42,19,16,"Ha kãmãnat hãmãxap nũn, tu: “'Ãte 'õg tayũmak hã tayũmak nõy te 10 pop,” kaxĩy."
42,19,17,"Ha' xat'ax te:—‍Yã' max, 'ãhãm max. 'Ãte mõ'ãkutnãp-tup kõmẽn xohix te 10 hah, xa pẽnãnã' xip. Kaxĩy."
42,19,18,"—‍Ha kãmãnat tuk-nãy tu' nũn, tu: “'Õg tayũmak hã 'ãte tayũmak nõy te 5 pop.” Kaxĩy."
42,19,19,"—‍Ha: “'Ãte mõ'ãkutnãp-tup kõmẽn xohix te 5 hah, xa pẽnãhã' xip.” Kaxĩy."
42,19,20,"—‍Ha kãmãnat te ka'ax tu' xip, tu' nũn, tu: “Nõ pa 'õg tayũmak. 'Ãte topixxax hã' kĩy, tu' xaptop, 'ũgkuxãnõg tu'. 'Ãte 'ãyĩpkutuk, 'ãmũn xupkũmĩy hah. Xate 'ãnõy yõg tayũmak paha', ha tik nõy te hãpxop xap xok, ha 'ãmũn te nõ nũnnãhã'.” Kaxĩy."
42,19,22,"—‍Ha' xat'ax te: “'Ãhãm kummuk. 'Ãte 'ãkopit'ax, 'õg hãm'ãktux'ax hã 'ãte 'ãhãm kummuk yũmmũg. Xatek xupkũmĩy 'ãktux, tu 'ãtu hãpxop nũnnã 'ãktux. Pax xa yõgnũ tayũmak ma'ãg kopa' xex, pu tikmũ'ũn nõy hãpxop hãmenax, puxix tayũmak tu xohix punethok nõmhã.” Kaxĩy. Series, "
42,19,24,"—‍Tu tikmũ'ũn te' yĩmmap tu 'õm pip pu hãm'ãktux, hu: “Tayũmak xut tik tu', tu tik nõy pu' hõm, tik te tayũmak te 10 pop pu' hõm.” Kaxĩy."
42,19,25,"—‍Ha tikmũ'ũn te: “Yã' pip tayũmak punethok, yã' pip tayũmak te 10.” Kaxĩy."
42,19,26,"—‍Ha: “'Ãte xa hãpxe'e 'ãktux: Tikmũ'ũn te hãpxop punethok pip ha hãpxop nõy nã' mõg'ax tu mõktu yã' xohix, ha hãpxop xohix xut'ax, tu' hok tu'."
42,19,27,"Tik xop nũnnã nõmhã, tik xop tek putup nõg, tuk mũn te' xat putup nõg. 'Ãpu, 'ũnũnnã', nũy 'ũgkeppa' kix.” Ta tu' kux."
42,19,28,"Yeyox te kõmẽn Yenoyanẽn tu' xupepTu hãm'ãktux kux, 'ĩhã' mõg, tu kõmẽn Yenoyanẽn ha' mõg, ha' yõg mũtik hãpkumep xop te' pe' mõg,"
42,19,29,"tu' mõg, tu' xip'ax Metpaye te hãmhũmnãg tu' pip, xi' xip'ax Metãn te hãmhũmnãg tu' pip, tu yĩktix 'Onimet yĩka' pip, ha yãy yõg tik 2 mõ'pok, pu mõg nũ peheh, tu: —‍'Ãmõg xip tu xexka tu', tu yohmẽnnãg tuk tup pẽnãp-tup, ha tikmũ'ũn 'ũm te' yĩmũ' yũm hok. 'Ũxut, nũy nũnnã'."
42,19,31,"Tik te 'ãyĩkopit, 'ãpu, tu hãm'ãktux, hu: “'Ũgmũg xuxyã tep-tup, puyĩy nõ yĩmu' yũm.” Kaxĩy."
42,19,32,"Ha' mõg, tu Yeyox te' xat'ax hã' mĩy. Tu yohmẽnnãg xut, 'ĩhã yohmẽn xuxyã nũn, tu:—‍Tep tu' xut 'ãxop te nũ yohmẽn? Kaxĩy."
42,19,34,"Ha:—‍'Ũgmũg xuxyã tep-tup, 'ũg mũg xut, yĩk tux hok 'ũ xut. Kaxĩy. Ha' tux hok, ha' hĩy'ax koah."
42,19,35,"Tu Yeyox ha' nũnnãhã', tu topixxax te yohmẽn yĩmũ' yũm, tu' yũm, tu' mõg, ha tikmũ'ũn te nũ yãy xex topixxax putat kopah, ha Yeyox te nũktu yĩmũ' mõg,"
42,19,37,"tu yĩktux 'Onimet tu hãmhũmnãg tu' xip, ha tixmũ'ũn xohix xexka te Yeyox mũtik hãpkumep, tu' kuxa hittup xexkah, tu Topa max 'ãktux, xix Topa ka'ok 'ãktux, tu' yĩy ka'ok hãpxopmã max xe'ẽgnãg pẽnãhã tu', tu hãm'ãktux, hu:—‍Pũyã Topa tik te' xat'ax pu hãmmax nã'. Yã yãy 'ãxet'ax tu hõm pu nũ', ha pexkox kopa' pip xop kuxa mãm, yã Topa xexka xe'ẽgnãg. Kaxĩy."
42,19,39,"Ha Paniye yõg xop te tikmũ'ũn mũtik pip, tu Yeyox pu hãm'ãktux, hu:—‍Notot, 'ãpu 'õg tik xop mãnõg, pu yĩy hok. Kaxĩy."
42,19,40,"Ha:—‍'Ãte xa hãm'ãktux: Pax pu tik xop yĩy hok, puxix mĩkaxxap yĩy ka'ok, 'ũhittup tu'. Kaxĩy."
42,19,41,"Yeyox te Kõmẽn Yenoyanẽn ha' potaha'Tu' mõg, tu kõmẽn Yenoyanẽn te hãmhũmnãg tu' xip, tu kõmẽn pẽnãhã', hu' potaha',"
42,19,42,"tu kõmẽn yõg tikmũ'ũn pu hãm'ãktux, hu:—‍Pax xa hãmyũmmũg, tu hãmmax xak, nũy tu kuxa mãm, puxix Topa xa hãmmaxnã', pãyã hãmyũmmũg 'ohnãg xate',"
42,19,43,"ha hãmyãxatamuk 'ũm nõg 'ĩhã' puknõg gãy xop te kõmẽn yĩmmap tu' pip putup, ha 'ãnũ'pap-tup, pãyã 'ãnũ'pa 'ohnãg, ha kõmẽn koxyõy putup, xix tikmũ'ũn te kõmẽn kopa' pip kix putup, xix kakxop, tu mĩptut yõg tiyot xohix koxyõy putup, 'ãxop te hãmyũmmũg 'ohnãg hah. Topa te 'ãha' nũn, pãyã 'ãxop te hãmyũmmũg 'ohnãg. Kaxĩy."
42,19,45,"Yeyox xip Topa pet xexka kopahHãpxip 'ohnãg 'ĩhã Yeyox te Topa pet xexka ha' mõ'nãhã', tu tikmũ'ũn te' kopa' pip xop papuk, nõm xop te hãpxop hãmenax Topa pet xexka kopa' papuk, tu:—‍Hõmã tik te Topa tappet hã' kax'ãmi, hu: “Tikmũ'ũn te Topa pet xexka hã' mõxakux nũy Topa pu hãm'ãktux,” kaxĩy, pãyã 'ãxop tep-tũynãg, ha yãyhã hãpxupxet pet. Kaxĩy."
42,19,47,"'Ãmnĩy xohix hã Yeyox te tikmũ'ũn yũmmũgãhã' Topa pet kopah, ha Yoneo yõg 'ãmãnex xop, xix hãmyũmmũg xop, xix tikmũ'ũn xexka xop te Yeyox putup nõg, tup-tex putup,"
42,19,48,"'ĩhã tikmũ'ũn xohix kuxa mãm ka'ok Yeyox yõg hãm'ãktux'ax kopah, yĩ' xexka xop te' xaptop, tu' gãy."
42,20,1,"Topa te Yeyox tu' hõm yãy 'ãxet'ax'Ãmnĩy puxet 'ĩhã Yeyox xip Topa pet xexka kopah, tu tikmũ'ũn yũmmũgãhã', xix hãm'ãktux max 'ãktũx, ha Yoneo xexka xop nũn, xix 'ãmãnex xexka xop nũn, xix hãmyũmmũg xop nũn, xix tikmũ'ũn xat'ax xop nũn,"
42,20,2,"tu Yeyox yĩkopit, hu:—‍'Ũ 'ũm te xa' hõm yãy 'ãxet'ax, xa hãmyũmmũgã tikmũ'ũn? Kaxĩy."
42,20,3,"Ha' nõy yãnãn tu' yĩkopit, hu:—‍'Ãpu 'ã' hãm'ãktux:"
42,20,4,"'Ũ 'ũm te Yoãm nũ'kutnãhã', pup-tox pix tikmũ'ũn? 'Ok Topa te nũ'kutnãhã', pe tikmũ'ũn te nũ'kutnãhã'? 'Ãyĩy. Kaxĩy."
42,20,5,"Ha' xexka xop te yãy pu hãm'ãktux hã' nõy yãnãn, tu:—‍Yũmũ'ãtep-putep mũn 'ãktux'ax? Pe yũmũ'ãte Topa te' xat 'ãktux, puxix tu hãm'ãktux, hu: “Putep-te xĩy 'ãkuxa yũm 'ohnãg 'ũp-tox pix'ax kopah?” Kaxĩy."
42,20,7,"Hu' xexka xop te hãmyũmmũg, pa hãm'ãktux 'ũm putup'ah, hu:—‍'Ĩntu', 'ap yũmmũg'ah. Kaxĩy."
42,20,8,"Ha Yeyox te:—‍'A 'ãte xa hãm'ãktux putup'ah kamah, tu 'ũ 'ũm te 'ã' xat 'ãktux putup 'ohnãg. Kaxĩy."
42,20,9,"Kãmãnat xop KummukTu hãm'ãktux hã tikmũ'ũn yũmmũgãhã', nũy Topa yõg hãpxopmã'ax yũmmũgã', nũy yãy xok'ax 'ãktux, 'ĩhã' xuxyãk-tok 'ãktux, hu:—‍Tikmũ'ũn 'ũm te mĩnta 'op xap xok punethok, tu yãy yõg hãpxa'ax hõm tikmũ'ũn nõy pu', ha tik te pupi pagok, ha' nõy yõg hahãm, ha ta hãpxexka nõy ha' mõg, tu mõktu mõxaha', tu hãmyãxatamuk xohix hã' nox xip,"
42,20,10,"ha hãmyãxatamuk xohix nõg, 'ĩhã hãpxa'ax xuxyã te mĩnta 'op yõg tayũmak xak, hu yãy yõg hãm tu kãmãnat nũ'kutnãhã', tu nũ'kutnãhã', pũyĩy mĩnta 'op yõg tayũmak pop, ha' nũn tu nũktu xupep, pãyã tikmũ'ũn xop te' kix kakixnãg, tu yã' hok mõ'kutnãhã yãy pet hah. Ha nõm xuxyã te xe nũ'kutnãhã', tu kãmãnat nõy nũ'kutnãhã' nũy tayũmak pop, ha' nũn tu nũktu xupep, pãyã tikmũ'ũn xop te' kix kakixnãg kamah, tu' hupmãhã', tu yã' hok mõ'kutnãhã yãy pet hah."
42,20,12,"Ha hãpxa'ax xuxyã te xe nũ'kutnãhã, ha tikmũ'ũn te' kix kamah, xix mõ'kutnãhã'."
42,20,13,"Yĩ' xuxyã te: “'Ãte putep mũn mĩy'ax? Tikmũ'ũn te kãmãnat xop putup nõg, tu' yĩpkox 'ohnãg. Nãy, 'ãte 'ũgkutok pit mõ'kutnã'ax, nõm te mãxap mõ'kutnã'ax, pũyĩy tikmũ'ũn nõm tu' yĩpkox pi'. 'Ũxexka pe'paxex tu'.” Kaxĩy. Tu nũ'kutnãhã', ha' nũn, tu nũktu xupep 'ũtak yõg hahãm tu'."
42,20,14,"—‍Ha tikmũ'ũn te hãm pupi pagok, tu' kummuk, tu hãpxa'ax xuxyãk-tok xe'e pẽnãhã', tu yãy pu hãm'ãktux, hu: “'Õhõm 'ũxuxyãk-tok te mãxap. 'Ãpu, yũmũp-tex, pũyĩy yũmũ yõg yãyhã hãpxa'ax.” Kaxĩy."
42,20,15,"—‍Tu hãpxa'ax tu hãptopa mõgãhã', tup-tex, ha' xok. Putep mũn pe'ãpaxex, putep mũn mĩy putup mĩnta xuxyã te'?"
42,20,16,"'Ũnũn putup tikmũ'ũn kummuk hah, tu' kix'ax, pu tu xakix xe'ẽgnãg, tu mĩnta yõg hãpxa'ax hõm putup tikmũ'ũn nõy pu'. Ta tu' kux. Kaxĩy.Ha tikmũ'ũn te' xupak, tu:—‍'Ãmhok! Pũyã Topa tux hok pu' hõm hok! Kaxĩy."
42,20,17,"Pa Yeyox te' pẽnã ka'ok, tu:—‍Hõmã tik te Topa pupi hãm'ãktux, tu tappet hã kax'ãmi', hu: “Tikmũ'ũn te mĩptut xexka mĩy'ax, tu mĩm xexkap-tup nõg, pa Topa te' mĩy mĩptut mãykup xix mĩptut koxuk, yĩy mĩm xexka xe'ẽgnãg.” Kaxĩy."
42,20,18,"Tikmũ'ũn te nõm mĩm xexka tu' nãhã', tu yãy putex, pa mĩm xexka te tikmũ'ũn yĩmũ' nãhã', tu' koxyõy'ax tu mõktu' xok xe'e'. Kaxĩy."
42,20,19,"Gohet puknõg pu tayũmak hõmHa tik te hãmyũmmũg xop gãy, xix 'ãmãnex xexka xop gãy, tu Yeyox te' xuktux kummuk yũmmũg, tu' mũg putup nõmhã, nũy 'ũp-tex, pãyã tikmũ'ũn yĩpkutuk,"
42,20,20,"yĩ' xexka xop te' hip, tu Yeyox pẽnãnã' pip, tu tik xop mõ'pok, pu tu' pẽnã max, yã' pa max, pãyã' kuxa kummuk, tu Yeyox yõg hãm'ãktux 'ãpak, nũy yãy xexka xop pu' xuktux, xaptop hã hãm'ãktux'ax, pũyĩ' xexka xop Yeyox kupex, nũy mũg, nũy gohet yõg xonat pupi' mũg,"
42,20,21,"ha' pẽnã'ax xop te Yeyox ha' mõg, tu:—‍Notot, xate tikmũ'ũn yũmmũgã'ax, tu' yũmmũgã max, hak mũ'ãte' yũmmũg, ha xatep-tup tikmũ'ũn xohix, tu hãpxe'e 'ãktux pax, hu tikmũ'ũn xohix mõgãhã, hãmyok mĩy hã nõ mõgãhã'."
42,20,22,"'Ãyĩy. 'Ok Topa yõg xat'ax te' xat hok, 'ũ puknõg yõg gohet pu tayũmak hõm hok, 'ok pe' xat 'ũ tu' hõm? Kaxĩy."
42,20,23,"Pa Yeyox te nõm tik xop yã mõ'ãmã'ax yũmmũg, tu nõm pẽnã'ax yõg hãmpe'paxex yũmmũg, 'ap max'ah, yĩy hãm'ãktux, hu:"
42,20,24,—‍'Ã' mũg tayũmak 'ãnuk. Putep koxuk nũhũ'? Kaxĩy.Ha:—‍Gohet yõg tik te' xat'ax koxuk. Kaxĩy.
42,20,25,"Yĩy:—‍Gohet pu' hõm gohet yõg hãpxop, xix Topa pu' hõm Topa yõg hãpxop. Kaxĩy."
42,20,26,"Ha tik pẽnã'ax xop te' yẽy, tu' yĩy 'ohnãg, Yeyox te hãmyũmmũg, yĩ' yĩy 'ohnãg."
42,20,27,"Yeyox te putpu hi'ax 'ãktuxHa Xanoxeo yõg tik xop nũn, ha nõm xop te putpu tikmũ'ũn hi 'ohnãg 'ãktux, tu Yeyox yĩkopit, hu: —‍Notot, xate tikmũ'ũn yũmmũgã'ax. Hõmã mõnãyxop hittap Mõyyex te' xat'ax kax'ãmi', tu: “Tik te yãytaha', tu' xok, tuk-tok 'ohnãg, pũyã yãy taknõy 'ũxetut mũy, nũy yãy taknõy nõm xok pupik-tok put.” 'Ũkux. Kaxĩy."
42,20,29,"Tu xe hãm'ãktux, hu:—‍'Ũtaknõy xop xohix te 7 tihi' 'ãxa', ha 'õm te mãxap te yãytaha', tu' xok, pãyãk-tok xip 'ohnãg,"
42,20,30,"ha' taknõy tek-nãy tu' yãytaha', tu' taknõy nõm xok xetut mũg, tu' xok kamah, tuk-tok xip 'ohnãg."
42,20,31,"Ha' taknõy tek-nãy tu', tu' taknõy nõm xok yõg xetut mũg, tu' xok, tuk-tok 'ohnãg, tu mõktu taknõy xop xohix te 7 te 'ũn mũg, tu' xok, tuk-tok 'ohnãg,"
42,20,32,"ha' taknõy xop xetut puxet xok, 'ũka'ax hã' xok 'ãxa'."
42,20,33,"Hãptup mõ'nãp-tup, 'ĩhã Topa te putpu' hĩnnãp-tup tikmũ'ũn xakix xop. Tep te' xetut mũg'ax? Yã' taknõy xop xohix te 7 te 'ũn puxet hã' yĩpxox. Kaxĩy."
42,20,34,"Ha Yeyox te:—‍Hõnhã tikmũ'ũn te yãytaha', pa Topa te yãy yõg tikmũ'ũn xexkãnãp-tup, pu tu hi 'ap kux'ah, hu yãytap-tup 'ohnãg,"
42,20,36,"tu pexkox yõg nũ 'pok xop putuk, yã Topa hãk-tok xop xe'e', 'ũhi putpu hah, tu xakip-tup 'ohnãg,"
42,20,37,"ha mõnãyxop hittap Mõyyex te putpu hi'ax 'ãktux, 'ĩhã Topa yã mõnãyxop yõg Topa 'ãktux, tu 'Amanãm yõg Topa 'ãktux, xix 'Iyak yõg Topa 'ãktux, xix Yako yõg Topa 'ãktux, yĩy Topa te tikmũ'ũn hi'ax xop yõg Topa, 'ap xakix xop yõg Topa'ah, yã 'ũxohix te Topa tu' hi xe'e”. Kaxĩy."
42,20,39,"Ha hãmyũmmũg xop te:—‍Xate hãm'ãktux max, xate yã hãmyũmmũgã max. Kaxĩy."
42,20,40,"Ha' yẽy, hu xe' yĩkopit 'ohnãg."
42,20,41,"Topa yõg hãmyãykutnã'ax 'ãktuxYĩy Yeyox te' yãnãn tu' yĩkopit, hu:—‍Tep te xĩy Topa tappet te: “Topa yõg hãmyãykutnã'ax te mõnãyxop hittap Namix hã' mõkputox?”"
42,20,44,"Yũmmũg. Namix te yãy xuxyã 'ãktux, tu kama yãy mõkputox 'ãktux. Tep tu Namix te' mõkputox'ax yã' xuxyã 'ãktux? Kaxĩy."
42,20,45,"Yeyox te tik te hãmyũmmũg xop 'ãktuxHa tikmũ'ũn xip, 'ĩhã Yexox te yãy yõg xop pu hãm'ãktux, tu:"
42,20,46,"—‍'Õg pa mõxip! Hãmyũmmũg xop te topixxax tox mõ'tat, tup-tup, pu tikmũ'ũn 'ãneo kõmẽn kopah, ha' yũm'ax max xak, tu Yoneo xop yõg Topa pet kopa mĩmpe max xak, nũy mãhãm, tu 'ãmuk xexka ha' mõg pax, ha tikmũ'ũn te: “'Ũxexka 'õhõm.” Kaxĩy."
42,20,47,"Ha Topa pu hãm'ãktux kumaknãg, pu tikmũ'ũn pẽnã', tu 'ũn hok mãm xop tu' mõy tayũmak xexkah, tu mõ'ãmã hã Topa pu hãm'ãktux. Pa Topa te hãmyũmmũg, tup-tup nõg, hu' xũygãp-tup, Topa te mõ'ãmã'ax xop xũygãp-tup xexka. Kaxĩy."
42,21,1,"'Ũn hok yũm te Topa pu tayũmak hõmHa Yeyox te Topa pet xexka kopa' xip, tu tikmũ'ũn pẽnãhã', ha 'ũp-texop xexka nũn, tu tayũmak punethok mõ'tat Topa pet yõg mĩpkox kopah,"
42,21,2,"ha Yeyox te 'ũn pẽnãhã kamah, 'ũn hok yũm ha' pẽnãhã', ha tayũmak ka'ok 2 hõm."
42,21,3,"Yĩy:—‍'Ãte xa hãpxe'e 'aktux: Nũhũ 'ũn te tayũmak kutõgnãg hõm, pãyã' xexkah, 'ũxohix tu', ha 'ũp-texop xexka xop te tayũmak xexka hõm, pãyãk-tõgnãg, 'ũyãg tu', ha 'ũn 'ũhok te yãy yõg tayũmak xohix hõm. Kaxĩy."
42,21,5,"Ha tikmũ'ũn te Topa pet xexka 'ãktux, tu mĩkaxxap max hã' pet 'ãktux, hõmã tikmũ'ũn hittap te' xap popmãhã, ha nõ' pet, ha Yeyox te:"
42,21,6,"—‍Hãmyãxatamuk mõ'nãp-tup, 'ĩhã' puknõg gãy xop te Topa pet koxyõy putup, ha' yõg mĩkaxxap max xohix putyõn putup. Kaxĩy."
42,21,7,"Hãpkummugã'ax 'ãktuxHa tikmũ'ũn te' yĩkopit, hu:—‍Yãyã', hãm 'ũm hã' mĩy'ax? 'Ok hãpxopmã'ax pẽnãp-tup, nũy tu hãm 'ũm hã' yũmmũg? Kaxĩy."
42,21,8,"Ha Yeyox te:—‍'Õg pa 'ãti', ka tikmũ'ũn kummuk xop putat kummuk hã 'ãmõgã', yã mõ'ãmã'ax hã 'ãmõgã'ax, tu: “'Ũgmũn yã Topa yõg hãmyãykutnã'ax 'ãxet'ax Kunnix'” kaxĩy, xix: “Hõnhãk nũn,” kaxĩy. 'Õg pa'ãti'! Nõm tikmũ'ũn pe 'ãmõg hok!"
42,21,9,"Ha xa hãm'ãktux'ax, tu tikmũ'ũn xop xohix yãykix'ax 'ãktux, pa 'ãkuxãnõg hok. Yã yãykix punethok putup, pãyã 'ap 'ãmnĩy mõg putõynãg'ah. Kaxĩy. Tu xe:—‍Hãpxexka yõg tikmũ'ũn te yãy nõy yõg tikmũ'ũn gãyã'ax, xix gohet te yãy nõy gãyã'ax."
42,21,11,"Ha hãmyãynuhuk xexka putup, xix hãmhõgnãg, ha tikmũ'ũn te' xit'ax xak putup, pãyã hãmhõgnãg, xix hãmpakut xexka pip putup, ha tikmũ'ũn te hãpxopmã'ax pẽnãp-tup, ha pexkox tu yĩmũ nãp-tup, ha tikmũ'ũn xohix kuxãnõg putup."
42,21,12,"—‍Ha' gãy xop te 'ãmũg putup hãmãxap, tu 'ãxũygãp-tup, xix yãy tu nũ'nã'ax pet ha 'ãmõgãp-tup, nũy 'ãyĩkopit, tu' xat'ax xop ha 'ãmõgãp-tup, 'ũgmũn hãh,"
42,21,13,"yĩy 'ãxop te hãm'ãpak max 'ãktux'ax,"
42,21,14,"hu xutigãhok, 'ãkuxãnõg hok, nũy: “Putep mũn 'ãktux'ax 'ãte'?” Kaxĩy. 'Ãmhok."
42,21,15,"Hãpxip 'ohnãg 'ĩhã 'ãte 'ãyũmmũgãp-tup, ha hãm'ãktux max'ax, pu tu 'ãkupex xop yẽy."
42,21,16,"Ha yãy 'atak te 'ãmũg putup, xix 'ãtaknõy xop, xix 'ãxape xop, tu 'ãmũg putup, tu kanet ha mõgãp-tup, pũyĩy 'ãp-tex, tu 'ãxop yãg putex putup,"
42,21,17,"ha tikmũ'ũn xohix te 'ãp-tup nõg, 'ãxop yã yõgnũ tikmũ'ũn hah,"
42,21,18,"pa Topa te 'ãpẽnã max, tu 'ãpẽnãnã' xip, yĩy 'ãxe te 'ãp-tox tu 'ap nãp-tup'ah, nũy tu yãyxaxok hok, yĩy Topa yõy putat xak hok, nũy 'ãhi xe'ẽgnãg. Kaxĩy."
